%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.30000000000000004,0.9028445512820513,0.9025,0.9051094890510949,bw_mlp,0.5
0.30000000000000004,0.8896233974358976,0.89,0.894736842105263,wu_mlp,0.5
0.30000000000000004,0.8918269230769231,0.8925,0.8978622327790974,hb_mlp,0.5
0.30000000000000004,0.9056490384615384,0.905,0.9068627450980392,eu_mlp,0.5
0.4,0.8311298076923077,0.825,0.8011363636363638,mlp,0.5
0.4,0.9092548076923077,0.9075,0.906801007556675,bw_mlp,0.5
0.4,0.8898237179487178,0.89,0.8942307692307693,wu_mlp,0.5
0.4,0.8982371794871794,0.8975,0.8992628992628993,hb_mlp,0.5
0.4,0.9022435897435899,0.9,0.8979591836734695,eu_mlp,0.5
0.5,0.6993189102564102,0.6875,0.5733788395904438,mlp,0.5
0.5,0.8944310897435899,0.8925,0.8911392405063291,bw_mlp,0.5
0.5,0.9000400641025642,0.9,0.9033816425120774,wu_mlp,0.5
0.5,0.8796073717948718,0.88,0.8851674641148325,hb_mlp,0.5
0.5,0.8733974358974359,0.87,0.8631578947368421,eu_mlp,0.5
0.6000000000000001,0.6103766025641025,0.595,0.3671875,mlp,0.5
0.6000000000000001,0.8810096153846154,0.8775,0.8707124010554089,bw_mlp,0.5
0.6000000000000001,0.9056490384615384,0.905,0.9068627450980392,wu_mlp,0.5
0.6000000000000001,0.9038461538461539,0.9025,0.9027431421446385,hb_mlp,0.5
0.6000000000000001,0.7205528846153846,0.71,0.6209150326797386,eu_mlp,0.5
0.7000000000000001,0.5384615384615384,0.52,0.14285714285714288,mlp,0.5
0.7000000000000001,0.8846153846153846,0.8825,0.8804071246819338,bw_mlp,0.5
0.7000000000000001,0.8307291666666666,0.8325,0.8445475638051043,wu_mlp,0.5
0.7000000000000001,0.8187099358974359,0.82,0.8309859154929577,hb_mlp,0.5
0.7000000000000001,0.6608573717948718,0.6475,0.49097472924187724,eu_mlp,0.5
0.8,0.5,0.48,0.0,mlp,0.5
0.8,0.8293269230769231,0.825,0.8108108108108107,bw_mlp,0.5
0.8,0.9018429487179487,0.9,0.898989898989899,wu_mlp,0.5
0.8,0.898036858974359,0.8975,0.8997555012224939,hb_mlp,0.5
0.8,0.5022035256410255,0.4825,0.018957345971563982,eu_mlp,0.5
0.9,0.5,0.48,0.0,mlp,0.5
